"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","GGEXP","TOT","PC_GDP","A","1995",55.8060741611047,
"AUT","GGEXP","TOT","PC_GDP","A","1996",55.6243949300562,
"AUT","GGEXP","TOT","PC_GDP","A","1997",52.2721092458099,
"AUT","GGEXP","TOT","PC_GDP","A","1998",52.2242426288898,
"AUT","GGEXP","TOT","PC_GDP","A","1999",52.0615148605415,
"AUT","GGEXP","TOT","PC_GDP","A","2000",51.0329883250733,
"AUT","GGEXP","TOT","PC_GDP","A","2001",51.3557097451229,
"AUT","GGEXP","TOT","PC_GDP","A","2002",51.0543046642687,
"AUT","GGEXP","TOT","PC_GDP","A","2003",51.2709948820521,
"AUT","GGEXP","TOT","PC_GDP","A","2004",53.7051142847075,
"AUT","GGEXP","TOT","PC_GDP","A","2005",51.1555228390606,
"AUT","GGEXP","TOT","PC_GDP","A","2006",50.3799335721589,
"AUT","GGEXP","TOT","PC_GDP","A","2007",49.244122704307,
"AUT","GGEXP","TOT","PC_GDP","A","2008",49.8739846837189,
"AUT","GGEXP","TOT","PC_GDP","A","2009",54.1447935631505,
"AUT","GGEXP","TOT","PC_GDP","A","2010",52.8397855413296,
"AUT","GGEXP","TOT","PC_GDP","A","2011",50.8969148481795,
"AUT","GGEXP","TOT","PC_GDP","A","2012",51.2130309505285,
"AUT","GGEXP","TOT","PC_GDP","A","2013",51.6476665446164,
"AUT","GGEXP","TOT","PC_GDP","A","2014",52.4309231683267,
"AUT","GGEXP","TOT","PC_GDP","A","2015",51.1314850879935,
"AUT","GGEXP","TOT","PC_GDP","A","2016",50.0713225195357,
"AUT","GGEXP","TOT","PC_GDP","A","2017",49.2988840456109,
"AUT","GGEXP","TOT","PC_GDP","A","2018",48.7576442007818,
"AUT","GGEXP","TOT","PC_GDP","A","2019",48.6085967216922,
"AUT","GGEXP","TOT","PC_GDP","A","2020",56.8016615890176,
"BEL","GGEXP","TOT","PC_GDP","A","1995",52.6445312370094,
"BEL","GGEXP","TOT","PC_GDP","A","1996",53.0522369288679,
"BEL","GGEXP","TOT","PC_GDP","A","1997",51.6019303752987,
"BEL","GGEXP","TOT","PC_GDP","A","1998",50.9595750735737,
"BEL","GGEXP","TOT","PC_GDP","A","1999",50.49688907818,
"BEL","GGEXP","TOT","PC_GDP","A","2000",49.3982675472469,
"BEL","GGEXP","TOT","PC_GDP","A","2001",49.3794803486032,
"BEL","GGEXP","TOT","PC_GDP","A","2002",49.9034787537982,
"BEL","GGEXP","TOT","PC_GDP","A","2003",51.0473676761254,
"BEL","GGEXP","TOT","PC_GDP","A","2004",49.3189299766828,
"BEL","GGEXP","TOT","PC_GDP","A","2005",51.8619677097229,
"BEL","GGEXP","TOT","PC_GDP","A","2006",48.7895027394922,
"BEL","GGEXP","TOT","PC_GDP","A","2007",48.5631029026634,
"BEL","GGEXP","TOT","PC_GDP","A","2008",50.7754949564043,
"BEL","GGEXP","TOT","PC_GDP","A","2009",54.6807137529988,
"BEL","GGEXP","TOT","PC_GDP","A","2010",53.8782139455268,
"BEL","GGEXP","TOT","PC_GDP","A","2011",55.3044968212703,
"BEL","GGEXP","TOT","PC_GDP","A","2012",56.4775993870132,
"BEL","GGEXP","TOT","PC_GDP","A","2013",56.1163968641824,
"BEL","GGEXP","TOT","PC_GDP","A","2014",55.599867296372,
"BEL","GGEXP","TOT","PC_GDP","A","2015",53.7195939346496,
"BEL","GGEXP","TOT","PC_GDP","A","2016",53.1177419921118,
"BEL","GGEXP","TOT","PC_GDP","A","2017",52.0303219794805,
"BEL","GGEXP","TOT","PC_GDP","A","2018",52.2363182500715,
"BEL","GGEXP","TOT","PC_GDP","A","2019",51.7917454480878,
"BEL","GGEXP","TOT","PC_GDP","A","2020",58.8069668916284,
"CZE","GGEXP","TOT","PC_GDP","A","1995",53.2105373280561,
"CZE","GGEXP","TOT","PC_GDP","A","1996",41.6967563297627,
"CZE","GGEXP","TOT","PC_GDP","A","1997",41.5985294953283,
"CZE","GGEXP","TOT","PC_GDP","A","1998",41.881941404714,
"CZE","GGEXP","TOT","PC_GDP","A","1999",41.1693297286309,
"CZE","GGEXP","TOT","PC_GDP","A","2000",40.8469803950821,
"CZE","GGEXP","TOT","PC_GDP","A","2001",43.309865435035,
"CZE","GGEXP","TOT","PC_GDP","A","2002",44.6581954097055,
"CZE","GGEXP","TOT","PC_GDP","A","2003",49.119305020946,
"CZE","GGEXP","TOT","PC_GDP","A","2004",42.3240464184448,
"CZE","GGEXP","TOT","PC_GDP","A","2005",42.3697825755471,
"CZE","GGEXP","TOT","PC_GDP","A","2006",41.4605023505465,
"CZE","GGEXP","TOT","PC_GDP","A","2007",40.4388562035873,
"CZE","GGEXP","TOT","PC_GDP","A","2008",40.8685930257293,
"CZE","GGEXP","TOT","PC_GDP","A","2009",44.3574116409395,
"CZE","GGEXP","TOT","PC_GDP","A","2010",43.6299954669198,
"CZE","GGEXP","TOT","PC_GDP","A","2011",43.1876539605541,
"CZE","GGEXP","TOT","PC_GDP","A","2012",44.6750871625508,
"CZE","GGEXP","TOT","PC_GDP","A","2013",42.6501715863939,
"CZE","GGEXP","TOT","PC_GDP","A","2014",42.6220601845566,
"CZE","GGEXP","TOT","PC_GDP","A","2015",41.934129491687,
"CZE","GGEXP","TOT","PC_GDP","A","2016",39.7510211339762,
"CZE","GGEXP","TOT","PC_GDP","A","2017",38.9800856744313,
"CZE","GGEXP","TOT","PC_GDP","A","2018",40.594622456989,
"CZE","GGEXP","TOT","PC_GDP","A","2019",41.0539034978515,
"CZE","GGEXP","TOT","PC_GDP","A","2020",47.1020721016911,
"DNK","GGEXP","TOT","PC_GDP","A","1995",58.5260213251269,
"DNK","GGEXP","TOT","PC_GDP","A","1996",57.9984615720963,
"DNK","GGEXP","TOT","PC_GDP","A","1997",55.9074748096286,
"DNK","GGEXP","TOT","PC_GDP","A","1998",55.3952691635236,
"DNK","GGEXP","TOT","PC_GDP","A","1999",54.5332811905076,
"DNK","GGEXP","TOT","PC_GDP","A","2000",52.6867841519595,
"DNK","GGEXP","TOT","PC_GDP","A","2001",52.8374150263601,
"DNK","GGEXP","TOT","PC_GDP","A","2002",53.2143102731416,
"DNK","GGEXP","TOT","PC_GDP","A","2003",53.6393481727568,
"DNK","GGEXP","TOT","PC_GDP","A","2004",52.9973822762875,
"DNK","GGEXP","TOT","PC_GDP","A","2005",51.2414950522489,
"DNK","GGEXP","TOT","PC_GDP","A","2006",49.8297467010108,
"DNK","GGEXP","TOT","PC_GDP","A","2007",49.5914157506511,
"DNK","GGEXP","TOT","PC_GDP","A","2008",50.4107781068508,
"DNK","GGEXP","TOT","PC_GDP","A","2009",56.5363201461658,
"DNK","GGEXP","TOT","PC_GDP","A","2010",56.6732282890732,
"DNK","GGEXP","TOT","PC_GDP","A","2011",56.4293235080565,
"DNK","GGEXP","TOT","PC_GDP","A","2012",57.9549178731478,
"DNK","GGEXP","TOT","PC_GDP","A","2013",55.8203772455738,
"DNK","GGEXP","TOT","PC_GDP","A","2014",55.2177130612339,
"DNK","GGEXP","TOT","PC_GDP","A","2015",54.5276405252281,
"DNK","GGEXP","TOT","PC_GDP","A","2016",52.4786358907725,
"DNK","GGEXP","TOT","PC_GDP","A","2017",50.5495311810981,
"DNK","GGEXP","TOT","PC_GDP","A","2018",50.5482974485043,
"DNK","GGEXP","TOT","PC_GDP","A","2019",49.6687335734971,
"DNK","GGEXP","TOT","PC_GDP","A","2020",53.5642086794965,
"FIN","GGEXP","TOT","PC_GDP","A","1990",47.8776151892611,
"FIN","GGEXP","TOT","PC_GDP","A","1991",56.677292028677,
"FIN","GGEXP","TOT","PC_GDP","A","1992",61.8032129461442,
"FIN","GGEXP","TOT","PC_GDP","A","1993",64.1620385494936,
"FIN","GGEXP","TOT","PC_GDP","A","1994",62.5836097367464,
"FIN","GGEXP","TOT","PC_GDP","A","1995",61.0508478016012,
"FIN","GGEXP","TOT","PC_GDP","A","1996",59.4966840708051,
"FIN","GGEXP","TOT","PC_GDP","A","1997",56.0650500419649,
"FIN","GGEXP","TOT","PC_GDP","A","1998",52.3224928200276,
"FIN","GGEXP","TOT","PC_GDP","A","1999",50.9801758643512,
"FIN","GGEXP","TOT","PC_GDP","A","2000",47.9449143225693,
"FIN","GGEXP","TOT","PC_GDP","A","2001",47.2771524186188,
"FIN","GGEXP","TOT","PC_GDP","A","2002",48.4698894171841,
"FIN","GGEXP","TOT","PC_GDP","A","2003",49.340028599859,
"FIN","GGEXP","TOT","PC_GDP","A","2004",49.1231937918089,
"FIN","GGEXP","TOT","PC_GDP","A","2005",49.0196554676447,
"FIN","GGEXP","TOT","PC_GDP","A","2006",48.0696599709654,
"FIN","GGEXP","TOT","PC_GDP","A","2007",46.569769928156,
"FIN","GGEXP","TOT","PC_GDP","A","2008",47.8758397034978,
"FIN","GGEXP","TOT","PC_GDP","A","2009",54.091676891503,
"FIN","GGEXP","TOT","PC_GDP","A","2010",53.9068687115651,
"FIN","GGEXP","TOT","PC_GDP","A","2011",53.6576127031586,
"FIN","GGEXP","TOT","PC_GDP","A","2012",55.4405407959729,
"FIN","GGEXP","TOT","PC_GDP","A","2013",56.8233319139981,
"FIN","GGEXP","TOT","PC_GDP","A","2014",57.27680923358,
"FIN","GGEXP","TOT","PC_GDP","A","2015",56.4917094401211,
"FIN","GGEXP","TOT","PC_GDP","A","2016",55.6478084572311,
"FIN","GGEXP","TOT","PC_GDP","A","2017",53.6343188938626,
"FIN","GGEXP","TOT","PC_GDP","A","2018",53.3238814025409,
"FIN","GGEXP","TOT","PC_GDP","A","2019",53.2852771222974,
"FIN","GGEXP","TOT","PC_GDP","A","2020",57.0254113752557,
"FRA","GGEXP","TOT","PC_GDP","A","1995",54.8089795965272,
"FRA","GGEXP","TOT","PC_GDP","A","1996",54.8811514486539,
"FRA","GGEXP","TOT","PC_GDP","A","1997",54.53044105828,
"FRA","GGEXP","TOT","PC_GDP","A","1998",52.9244113452514,
"FRA","GGEXP","TOT","PC_GDP","A","1999",52.6299447751212,
"FRA","GGEXP","TOT","PC_GDP","A","2000",51.6523568141162,
"FRA","GGEXP","TOT","PC_GDP","A","2001",51.718372123261,
"FRA","GGEXP","TOT","PC_GDP","A","2002",52.7951687492797,
"FRA","GGEXP","TOT","PC_GDP","A","2003",53.2705655235346,
"FRA","GGEXP","TOT","PC_GDP","A","2004",52.9849139006079,
"FRA","GGEXP","TOT","PC_GDP","A","2005",53.2940899991789,
"FRA","GGEXP","TOT","PC_GDP","A","2006",52.8757661035273,
"FRA","GGEXP","TOT","PC_GDP","A","2007",52.5654180574443,
"FRA","GGEXP","TOT","PC_GDP","A","2008",53.2963089370502,
"FRA","GGEXP","TOT","PC_GDP","A","2009",57.1519018065277,
"FRA","GGEXP","TOT","PC_GDP","A","2010",56.8818351627258,
"FRA","GGEXP","TOT","PC_GDP","A","2011",56.2907330998475,
"FRA","GGEXP","TOT","PC_GDP","A","2012",57.1072728700251,
"FRA","GGEXP","TOT","PC_GDP","A","2013",57.2278620378247,
"FRA","GGEXP","TOT","PC_GDP","A","2014",57.2136489337207,
"FRA","GGEXP","TOT","PC_GDP","A","2015",56.7975720877425,
"FRA","GGEXP","TOT","PC_GDP","A","2016",56.6858493847043,
"FRA","GGEXP","TOT","PC_GDP","A","2017",56.5035377204491,
"FRA","GGEXP","TOT","PC_GDP","A","2018",55.6445504729392,
"FRA","GGEXP","TOT","PC_GDP","A","2019",55.3520112732218,
"FRA","GGEXP","TOT","PC_GDP","A","2020",61.4417678834903,
"DEU","GGEXP","TOT","PC_GDP","A","1995",55.1170425575712,
"DEU","GGEXP","TOT","PC_GDP","A","1996",49.4190633815279,
"DEU","GGEXP","TOT","PC_GDP","A","1997",48.5683400045891,
"DEU","GGEXP","TOT","PC_GDP","A","1998",48.1452725846646,
"DEU","GGEXP","TOT","PC_GDP","A","1999",48.2120729504535,
"DEU","GGEXP","TOT","PC_GDP","A","2000",47.7577533438592,
"DEU","GGEXP","TOT","PC_GDP","A","2001",47.4162501035654,
"DEU","GGEXP","TOT","PC_GDP","A","2002",47.8715447746256,
"DEU","GGEXP","TOT","PC_GDP","A","2003",48.3041911402307,
"DEU","GGEXP","TOT","PC_GDP","A","2004",46.7914979757085,
"DEU","GGEXP","TOT","PC_GDP","A","2005",46.8207978814059,
"DEU","GGEXP","TOT","PC_GDP","A","2006",45.2352960906972,
"DEU","GGEXP","TOT","PC_GDP","A","2007",43.3977315916865,
"DEU","GGEXP","TOT","PC_GDP","A","2008",44.1995059866719,
"DEU","GGEXP","TOT","PC_GDP","A","2009",48.2003328249643,
"DEU","GGEXP","TOT","PC_GDP","A","2010",48.1416315707378,
"DEU","GGEXP","TOT","PC_GDP","A","2011",45.2384205289654,
"DEU","GGEXP","TOT","PC_GDP","A","2012",44.9179874039726,
"DEU","GGEXP","TOT","PC_GDP","A","2013",44.9443861490031,
"DEU","GGEXP","TOT","PC_GDP","A","2014",44.3030234710992,
"DEU","GGEXP","TOT","PC_GDP","A","2015",44.1410953743664,
"DEU","GGEXP","TOT","PC_GDP","A","2016",44.3537263058499,
"DEU","GGEXP","TOT","PC_GDP","A","2017",44.1751551806462,
"DEU","GGEXP","TOT","PC_GDP","A","2018",44.3570102066588,
"DEU","GGEXP","TOT","PC_GDP","A","2019",44.9922551147913,
"DEU","GGEXP","TOT","PC_GDP","A","2020",50.2764995903601,
"GRC","GGEXP","TOT","PC_GDP","A","1995",45.9997243202319,
"GRC","GGEXP","TOT","PC_GDP","A","1996",45.0829903744207,
"GRC","GGEXP","TOT","PC_GDP","A","1997",43.7059062646761,
"GRC","GGEXP","TOT","PC_GDP","A","1998",45.1491671535167,
"GRC","GGEXP","TOT","PC_GDP","A","1999",46.1541124111853,
"GRC","GGEXP","TOT","PC_GDP","A","2000",46.425674015025,
"GRC","GGEXP","TOT","PC_GDP","A","2001",45.9860932174109,
"GRC","GGEXP","TOT","PC_GDP","A","2002",45.7969227893809,
"GRC","GGEXP","TOT","PC_GDP","A","2003",46.5918300277855,
"GRC","GGEXP","TOT","PC_GDP","A","2004",47.6145925039729,
"GRC","GGEXP","TOT","PC_GDP","A","2005",45.561607453273,
"GRC","GGEXP","TOT","PC_GDP","A","2006",45.1167228885365,
"GRC","GGEXP","TOT","PC_GDP","A","2007",47.0694220897065,
"GRC","GGEXP","TOT","PC_GDP","A","2008",50.8454075582449,
"GRC","GGEXP","TOT","PC_GDP","A","2009",54.0844265917986,
"GRC","GGEXP","TOT","PC_GDP","A","2010",52.9572841494473,
"GRC","GGEXP","TOT","PC_GDP","A","2011",55.1202502445778,
"GRC","GGEXP","TOT","PC_GDP","A","2012",56.7170811516573,
"GRC","GGEXP","TOT","PC_GDP","A","2013",62.7769893187825,
"GRC","GGEXP","TOT","PC_GDP","A","2014",50.7306695516911,
"GRC","GGEXP","TOT","PC_GDP","A","2015",54.0548887738615,
"GRC","GGEXP","TOT","PC_GDP","A","2016",49.9466496295268,
"GRC","GGEXP","TOT","PC_GDP","A","2017",48.5411865996592,
"GRC","GGEXP","TOT","PC_GDP","A","2018",48.5286940063832,
"GRC","GGEXP","TOT","PC_GDP","A","2019",47.8633284542072,
"GRC","GGEXP","TOT","PC_GDP","A","2020",59.7747656674743,
"HUN","GGEXP","TOT","PC_GDP","A","1995",55.2298190537007,
"HUN","GGEXP","TOT","PC_GDP","A","1996",51.0840100220364,
"HUN","GGEXP","TOT","PC_GDP","A","1997",49.6011459540713,
"HUN","GGEXP","TOT","PC_GDP","A","1998",50.7941438795544,
"HUN","GGEXP","TOT","PC_GDP","A","1999",49.0211166512253,
"HUN","GGEXP","TOT","PC_GDP","A","2000",47.3470157576689,
"HUN","GGEXP","TOT","PC_GDP","A","2001",47.2523589653672,
"HUN","GGEXP","TOT","PC_GDP","A","2002",50.9948199076292,
"HUN","GGEXP","TOT","PC_GDP","A","2003",49.1216392923141,
"HUN","GGEXP","TOT","PC_GDP","A","2004",48.721720768284,
"HUN","GGEXP","TOT","PC_GDP","A","2005",49.3186756731566,
"HUN","GGEXP","TOT","PC_GDP","A","2006",51.3576379020784,
"HUN","GGEXP","TOT","PC_GDP","A","2007",49.8612068154415,
"HUN","GGEXP","TOT","PC_GDP","A","2008",48.7450763201568,
"HUN","GGEXP","TOT","PC_GDP","A","2009",50.5590371865439,
"HUN","GGEXP","TOT","PC_GDP","A","2010",48.8129729086236,
"HUN","GGEXP","TOT","PC_GDP","A","2011",49.0606030471016,
"HUN","GGEXP","TOT","PC_GDP","A","2012",49.1158369398155,
"HUN","GGEXP","TOT","PC_GDP","A","2013",50.0618626779349,
"HUN","GGEXP","TOT","PC_GDP","A","2014",50.0458211682854,
"HUN","GGEXP","TOT","PC_GDP","A","2015",50.3797073966059,
"HUN","GGEXP","TOT","PC_GDP","A","2016",46.7976062750434,
"HUN","GGEXP","TOT","PC_GDP","A","2017",46.7177305769199,
"HUN","GGEXP","TOT","PC_GDP","A","2018",46.1515852558159,
"HUN","GGEXP","TOT","PC_GDP","A","2019",45.6044006153372,
"HUN","GGEXP","TOT","PC_GDP","A","2020",51.1192392203298,
"ISL","GGEXP","TOT","PC_GDP","A","1998",40.8712845757086,
"ISL","GGEXP","TOT","PC_GDP","A","1999",45.3932794984266,
"ISL","GGEXP","TOT","PC_GDP","A","2000",44.8257244442267,
"ISL","GGEXP","TOT","PC_GDP","A","2001",47.4191361659734,
"ISL","GGEXP","TOT","PC_GDP","A","2002",45.4573314837784,
"ISL","GGEXP","TOT","PC_GDP","A","2003",47.7920461095649,
"ISL","GGEXP","TOT","PC_GDP","A","2004",46.6863105749816,
"ISL","GGEXP","TOT","PC_GDP","A","2005",44.9986585135727,
"ISL","GGEXP","TOT","PC_GDP","A","2006",44.838418917091,
"ISL","GGEXP","TOT","PC_GDP","A","2007",44.7470681999801,
"ISL","GGEXP","TOT","PC_GDP","A","2008",63.386027794405,
"ISL","GGEXP","TOT","PC_GDP","A","2009",53.577271156519,
"ISL","GGEXP","TOT","PC_GDP","A","2010",48.7958181173295,
"ISL","GGEXP","TOT","PC_GDP","A","2011",50.5357472329112,
"ISL","GGEXP","TOT","PC_GDP","A","2012",47.7321608551787,
"ISL","GGEXP","TOT","PC_GDP","A","2013",45.966320087579,
"ISL","GGEXP","TOT","PC_GDP","A","2014",45.8274569001749,
"ISL","GGEXP","TOT","PC_GDP","A","2015",43.4737318379262,
"ISL","GGEXP","TOT","PC_GDP","A","2016",46.4372652654004,
"ISL","GGEXP","TOT","PC_GDP","A","2017",44.409242919999,
"ISL","GGEXP","TOT","PC_GDP","A","2018",43.8428788171243,
"ISL","GGEXP","TOT","PC_GDP","A","2019",43.3743734106136,
"ISL","GGEXP","TOT","PC_GDP","A","2020",50.567297114817,
"IRL","GGEXP","TOT","PC_GDP","A","1995",40.3522429866713,
"IRL","GGEXP","TOT","PC_GDP","A","1996",38.559331702379,
"IRL","GGEXP","TOT","PC_GDP","A","1997",36.0927334541143,
"IRL","GGEXP","TOT","PC_GDP","A","1998",34.1765160515158,
"IRL","GGEXP","TOT","PC_GDP","A","1999",32.5082322338002,
"IRL","GGEXP","TOT","PC_GDP","A","2000",30.5678528449268,
"IRL","GGEXP","TOT","PC_GDP","A","2001",32.1729918954999,
"IRL","GGEXP","TOT","PC_GDP","A","2002",32.8798400840942,
"IRL","GGEXP","TOT","PC_GDP","A","2003",32.6647648801316,
"IRL","GGEXP","TOT","PC_GDP","A","2004",32.8215567311023,
"IRL","GGEXP","TOT","PC_GDP","A","2005",33.0217651133888,
"IRL","GGEXP","TOT","PC_GDP","A","2006",33.5626276336144,
"IRL","GGEXP","TOT","PC_GDP","A","2007",35.6403588907422,
"IRL","GGEXP","TOT","PC_GDP","A","2008",41.5573048022743,
"IRL","GGEXP","TOT","PC_GDP","A","2009",46.8739171816129,
"IRL","GGEXP","TOT","PC_GDP","A","2010",64.8944940448126,
"IRL","GGEXP","TOT","PC_GDP","A","2011",47.2664011626399,
"IRL","GGEXP","TOT","PC_GDP","A","2012",42.4881885780426,
"IRL","GGEXP","TOT","PC_GDP","A","2013",40.572282608126,
"IRL","GGEXP","TOT","PC_GDP","A","2014",37.5433925324258,
"IRL","GGEXP","TOT","PC_GDP","A","2015",29.0352028445219,
"IRL","GGEXP","TOT","PC_GDP","A","2016",28.0494867345713,
"IRL","GGEXP","TOT","PC_GDP","A","2017",26.128895651215,
"IRL","GGEXP","TOT","PC_GDP","A","2018",25.284345245282,
"IRL","GGEXP","TOT","PC_GDP","A","2019",24.1896546992343,
"IRL","GGEXP","TOT","PC_GDP","A","2020",27.3666360533859,
"ITA","GGEXP","TOT","PC_GDP","A","1995",51.6187715736369,
"ITA","GGEXP","TOT","PC_GDP","A","1996",51.4891535078791,
"ITA","GGEXP","TOT","PC_GDP","A","1997",49.4918649786109,
"ITA","GGEXP","TOT","PC_GDP","A","1998",48.1501569864709,
"ITA","GGEXP","TOT","PC_GDP","A","1999",47.2138225817226,
"ITA","GGEXP","TOT","PC_GDP","A","2000",46.5356421185797,
"ITA","GGEXP","TOT","PC_GDP","A","2001",47.3395122352195,
"ITA","GGEXP","TOT","PC_GDP","A","2002",46.6997847597968,
"ITA","GGEXP","TOT","PC_GDP","A","2003",47.1744610212483,
"ITA","GGEXP","TOT","PC_GDP","A","2004",46.8796455875052,
"ITA","GGEXP","TOT","PC_GDP","A","2005",47.2417865324956,
"ITA","GGEXP","TOT","PC_GDP","A","2006",47.793605252521,
"ITA","GGEXP","TOT","PC_GDP","A","2007",46.7836499942595,
"ITA","GGEXP","TOT","PC_GDP","A","2008",47.8336256336175,
"ITA","GGEXP","TOT","PC_GDP","A","2009",51.1109199211111,
"ITA","GGEXP","TOT","PC_GDP","A","2010",49.9277778888007,
"ITA","GGEXP","TOT","PC_GDP","A","2011",49.1744138216223,
"ITA","GGEXP","TOT","PC_GDP","A","2012",50.5900574792994,
"ITA","GGEXP","TOT","PC_GDP","A","2013",50.9515013257159,
"ITA","GGEXP","TOT","PC_GDP","A","2014",50.8554843365415,
"ITA","GGEXP","TOT","PC_GDP","A","2015",50.3171223091119,
"ITA","GGEXP","TOT","PC_GDP","A","2016",49.0783982986541,
"ITA","GGEXP","TOT","PC_GDP","A","2017",48.7633600692114,
"ITA","GGEXP","TOT","PC_GDP","A","2018",48.3971016678868,
"ITA","GGEXP","TOT","PC_GDP","A","2019",48.4793213586297,
"ITA","GGEXP","TOT","PC_GDP","A","2020",56.8754563803646,
"JPN","GGEXP","TOT","PC_GDP","A","2005",35.0100541655493,
"JPN","GGEXP","TOT","PC_GDP","A","2006",34.5572679495234,
"JPN","GGEXP","TOT","PC_GDP","A","2007",34.6774793211044,
"JPN","GGEXP","TOT","PC_GDP","A","2008",36.2797774560374,
"JPN","GGEXP","TOT","PC_GDP","A","2009",40.3331404473769,
"JPN","GGEXP","TOT","PC_GDP","A","2010",39.217685338929,
"JPN","GGEXP","TOT","PC_GDP","A","2011",40.4862891444729,
"JPN","GGEXP","TOT","PC_GDP","A","2012",40.3015776821486,
"JPN","GGEXP","TOT","PC_GDP","A","2013",40.4812182254159,
"JPN","GGEXP","TOT","PC_GDP","A","2014",39.9839055070151,
"JPN","GGEXP","TOT","PC_GDP","A","2015",39.0434366115194,
"JPN","GGEXP","TOT","PC_GDP","A","2016",38.6484903684038,
"JPN","GGEXP","TOT","PC_GDP","A","2017",38.3441607165781,
"JPN","GGEXP","TOT","PC_GDP","A","2018",38.3183670211676,
"JPN","GGEXP","TOT","PC_GDP","A","2019",38.9007024640675,
"JPN","GGEXP","TOT","PC_GDP","A","2020",47.2526894647903,
"KOR","GGEXP","TOT","PC_GDP","A","1970",19.2805549595938,
"KOR","GGEXP","TOT","PC_GDP","A","1971",20.0639906922629,
"KOR","GGEXP","TOT","PC_GDP","A","1972",19.0781920003749,
"KOR","GGEXP","TOT","PC_GDP","A","1973",17.9038590270114,
"KOR","GGEXP","TOT","PC_GDP","A","1974",18.5528146742568,
"KOR","GGEXP","TOT","PC_GDP","A","1975",22.2447740809591,
"KOR","GGEXP","TOT","PC_GDP","A","1976",20.7582499585429,
"KOR","GGEXP","TOT","PC_GDP","A","1977",21.4121807169996,
"KOR","GGEXP","TOT","PC_GDP","A","1978",19.9646186567016,
"KOR","GGEXP","TOT","PC_GDP","A","1979",20.611191180873,
"KOR","GGEXP","TOT","PC_GDP","A","1980",22.0948468348727,
"KOR","GGEXP","TOT","PC_GDP","A","1981",24.6970996460626,
"KOR","GGEXP","TOT","PC_GDP","A","1982",22.7007712100212,
"KOR","GGEXP","TOT","PC_GDP","A","1983",21.7797858698797,
"KOR","GGEXP","TOT","PC_GDP","A","1984",20.1975282251343,
"KOR","GGEXP","TOT","PC_GDP","A","1985",20.4322719809553,
"KOR","GGEXP","TOT","PC_GDP","A","1986",19.3570375721701,
"KOR","GGEXP","TOT","PC_GDP","A","1987",18.3972923093104,
"KOR","GGEXP","TOT","PC_GDP","A","1988",18.5356728703165,
"KOR","GGEXP","TOT","PC_GDP","A","1989",19.7501474652266,
"KOR","GGEXP","TOT","PC_GDP","A","1990",20.4625436660647,
"KOR","GGEXP","TOT","PC_GDP","A","1991",21.2951029997802,
"KOR","GGEXP","TOT","PC_GDP","A","1992",22.1108391991376,
"KOR","GGEXP","TOT","PC_GDP","A","1993",21.8144921668893,
"KOR","GGEXP","TOT","PC_GDP","A","1994",20.5511023819482,
"KOR","GGEXP","TOT","PC_GDP","A","1995",20.996030104204,
"KOR","GGEXP","TOT","PC_GDP","A","1996",21.5207510060591,
"KOR","GGEXP","TOT","PC_GDP","A","1997",22.2504242605836,
"KOR","GGEXP","TOT","PC_GDP","A","1998",25.2561124003728,
"KOR","GGEXP","TOT","PC_GDP","A","1999",24.5339190096254,
"KOR","GGEXP","TOT","PC_GDP","A","2000",23.5670645994134,
"KOR","GGEXP","TOT","PC_GDP","A","2001",25.1774310052611,
"KOR","GGEXP","TOT","PC_GDP","A","2002",24.8435503521989,
"KOR","GGEXP","TOT","PC_GDP","A","2003",31.1110208809778,
"KOR","GGEXP","TOT","PC_GDP","A","2004",28.1422135900785,
"KOR","GGEXP","TOT","PC_GDP","A","2005",27.8974268884424,
"KOR","GGEXP","TOT","PC_GDP","A","2006",28.551409280913,
"KOR","GGEXP","TOT","PC_GDP","A","2007",28.0381902541728,
"KOR","GGEXP","TOT","PC_GDP","A","2008",29.8106810983901,
"KOR","GGEXP","TOT","PC_GDP","A","2009",32.2800549584157,
"KOR","GGEXP","TOT","PC_GDP","A","2010",29.5997115403227,
"KOR","GGEXP","TOT","PC_GDP","A","2011",30.3843831096179,
"KOR","GGEXP","TOT","PC_GDP","A","2012",30.8025337484309,
"KOR","GGEXP","TOT","PC_GDP","A","2013",30.1303135068044,
"KOR","GGEXP","TOT","PC_GDP","A","2014",30.4210447449017,
"KOR","GGEXP","TOT","PC_GDP","A","2015",30.3981965481245,
"KOR","GGEXP","TOT","PC_GDP","A","2016",30.2959892223002,
"KOR","GGEXP","TOT","PC_GDP","A","2017",30.2707275084761,
"KOR","GGEXP","TOT","PC_GDP","A","2018",31.1472450161274,
"KOR","GGEXP","TOT","PC_GDP","A","2019",33.8711376228431,
"KOR","GGEXP","TOT","PC_GDP","A","2020",38.132117760867,
"LUX","GGEXP","TOT","PC_GDP","A","1995",41.3670028972847,
"LUX","GGEXP","TOT","PC_GDP","A","1996",41.6534629523418,
"LUX","GGEXP","TOT","PC_GDP","A","1997",41.5367039767229,
"LUX","GGEXP","TOT","PC_GDP","A","1998",41.9280373556521,
"LUX","GGEXP","TOT","PC_GDP","A","1999",40.1733833845336,
"LUX","GGEXP","TOT","PC_GDP","A","2000",37.9816398893119,
"LUX","GGEXP","TOT","PC_GDP","A","2001",38.1341387307119,
